ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
7995,pretentious,very_crit,foster,more,critical,convenient,slightly_prob,not_recom,0
7996,pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,recommended,1
7997,pretentious,critical,completed,2,critical,convenient,nonprob,priority,0
7998,usual,improper,foster,1,critical,inconv,slightly_prob,recommended,1
7999,usual,improper,foster,1,convenient,convenient,problematic,priority,1
8000,pretentious,proper,incomplete,2,convenient,convenient,nonprob,priority,1
8001,pretentious,very_crit,complete,2,convenient,inconv,slightly_prob,priority,0
8002,great_pret,critical,incomplete,3,convenient,inconv,slightly_prob,priority,0
8003,pretentious,improper,incomplete,3,critical,convenient,nonprob,priority,0
8004,usual,improper,completed,2,critical,convenient,slightly_prob,recommended,1
8005,great_pret,proper,incomplete,more,less_conv,convenient,nonprob,priority,0
8006,pretentious,proper,complete,2,less_conv,inconv,slightly_prob,priority,1
8007,great_pret,very_crit,foster,2,less_conv,inconv,slightly_prob,not_recom,0
8008,usual,critical,complete,1,less_conv,inconv,nonprob,not_recom,0
8009,usual,very_crit,incomplete,more,less_conv,convenient,nonprob,priority,0
8010,great_pret,improper,incomplete,3,less_conv,inconv,problematic,not_recom,0
8011,great_pret,less_proper,completed,more,convenient,inconv,problematic,recommended,0
8012,great_pret,very_crit,completed,2,less_conv,convenient,slightly_prob,not_recom,0
8013,usual,less_proper,foster,more,less_conv,convenient,nonprob,priority,1
8014,usual,improper,complete,3,convenient,inconv,slightly_prob,recommended,1
8015,pretentious,very_crit,incomplete,more,less_conv,inconv,slightly_prob,recommended,0
8016,pretentious,proper,foster,3,critical,inconv,nonprob,not_recom,0
8017,great_pret,very_crit,complete,1,less_conv,convenient,problematic,priority,0
8018,great_pret,improper,complete,more,less_conv,convenient,nonprob,recommended,0
8019,usual,very_crit,incomplete,2,less_conv,inconv,slightly_prob,recommended,0
8020,great_pret,improper,foster,1,less_conv,convenient,problematic,priority,0
8021,pretentious,proper,complete,2,convenient,convenient,problematic,priority,1
8022,usual,improper,completed,more,less_conv,convenient,slightly_prob,recommended,1
8023,pretentious,less_proper,completed,2,less_conv,inconv,nonprob,recommended,1
8024,usual,critical,completed,more,convenient,inconv,nonprob,priority,0
8025,great_pret,improper,completed,more,less_conv,inconv,problematic,recommended,0
8026,great_pret,proper,incomplete,more,less_conv,convenient,nonprob,recommended,1
8027,usual,improper,completed,3,convenient,convenient,problematic,not_recom,0
8028,usual,proper,completed,1,less_conv,convenient,nonprob,not_recom,0
8029,usual,proper,complete,3,critical,inconv,slightly_prob,not_recom,0
8030,usual,critical,completed,2,less_conv,inconv,problematic,recommended,1
8031,pretentious,critical,incomplete,3,less_conv,convenient,nonprob,priority,0
8032,great_pret,less_proper,foster,2,convenient,convenient,slightly_prob,not_recom,0
8033,pretentious,proper,completed,more,critical,convenient,slightly_prob,not_recom,0
8034,pretentious,less_proper,foster,more,critical,inconv,nonprob,not_recom,0
8035,great_pret,proper,incomplete,1,less_conv,convenient,problematic,not_recom,0
8036,great_pret,improper,completed,2,critical,convenient,slightly_prob,recommended,0
8037,usual,very_crit,completed,3,critical,inconv,slightly_prob,priority,0
8038,pretentious,improper,completed,2,less_conv,inconv,nonprob,priority,1
8039,great_pret,critical,completed,2,convenient,convenient,nonprob,recommended,1
8040,pretentious,improper,foster,3,convenient,convenient,slightly_prob,not_recom,0
8041,great_pret,less_proper,completed,1,convenient,inconv,nonprob,recommended,1
8042,great_pret,very_crit,complete,more,critical,inconv,slightly_prob,recommended,0
8043,great_pret,improper,incomplete,2,less_conv,inconv,problematic,priority,0
8044,usual,less_proper,foster,3,convenient,inconv,slightly_prob,recommended,1
8045,great_pret,critical,incomplete,more,critical,convenient,nonprob,priority,0
8046,pretentious,very_crit,foster,2,less_conv,convenient,slightly_prob,not_recom,0
8047,usual,improper,complete,3,critical,inconv,slightly_prob,not_recom,0
8048,usual,very_crit,foster,1,convenient,inconv,slightly_prob,priority,0
8049,pretentious,proper,incomplete,3,less_conv,convenient,nonprob,recommended,1
8050,usual,improper,foster,2,critical,convenient,slightly_prob,priority,1
8051,great_pret,proper,incomplete,more,convenient,convenient,problematic,recommended,1
8052,usual,critical,incomplete,2,less_conv,inconv,nonprob,priority,0
8053,great_pret,improper,complete,3,convenient,convenient,nonprob,priority,0
8054,great_pret,less_proper,complete,more,convenient,inconv,nonprob,priority,0
8055,great_pret,very_crit,complete,more,less_conv,convenient,slightly_prob,recommended,0
8056,great_pret,critical,incomplete,more,less_conv,convenient,nonprob,priority,0
8057,great_pret,less_proper,foster,3,convenient,convenient,slightly_prob,recommended,1
8058,pretentious,improper,completed,1,less_conv,convenient,problematic,not_recom,0
8059,pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,not_recom,0
8060,usual,proper,complete,1,convenient,convenient,slightly_prob,recommended,1
8061,great_pret,less_proper,incomplete,2,convenient,convenient,problematic,recommended,1
8062,great_pret,very_crit,completed,more,convenient,convenient,nonprob,priority,0
8063,pretentious,very_crit,incomplete,3,convenient,inconv,nonprob,not_recom,0
8064,great_pret,improper,incomplete,2,convenient,inconv,nonprob,not_recom,0
8065,pretentious,very_crit,foster,3,critical,inconv,nonprob,priority,0
8066,usual,very_crit,incomplete,1,less_conv,inconv,slightly_prob,recommended,1
8067,pretentious,critical,incomplete,3,convenient,inconv,problematic,priority,0
8068,pretentious,very_crit,foster,3,less_conv,convenient,nonprob,priority,0
8069,usual,very_crit,incomplete,more,critical,convenient,problematic,not_recom,0
8070,pretentious,proper,complete,3,less_conv,convenient,slightly_prob,recommended,1
8071,usual,proper,complete,1,less_conv,inconv,nonprob,not_recom,0
8072,usual,less_proper,completed,2,convenient,inconv,slightly_prob,not_recom,0
8073,usual,improper,completed,more,less_conv,convenient,nonprob,priority,1
8074,pretentious,improper,incomplete,2,less_conv,inconv,problematic,recommended,0
8075,pretentious,critical,incomplete,1,less_conv,inconv,problematic,recommended,0
8076,usual,very_crit,foster,2,critical,inconv,nonprob,priority,0
8077,usual,critical,completed,1,critical,inconv,nonprob,not_recom,0
8078,great_pret,less_proper,foster,2,less_conv,convenient,slightly_prob,recommended,1
8079,usual,critical,complete,3,critical,convenient,slightly_prob,recommended,1
8080,pretentious,critical,completed,3,convenient,inconv,nonprob,not_recom,0
8081,great_pret,critical,completed,1,less_conv,convenient,problematic,recommended,0
8082,usual,critical,incomplete,1,critical,inconv,problematic,not_recom,0
8083,usual,proper,foster,2,convenient,convenient,slightly_prob,not_recom,0
8084,usual,very_crit,complete,3,critical,inconv,slightly_prob,recommended,0
8085,usual,very_crit,complete,3,critical,convenient,problematic,recommended,0
8086,great_pret,proper,foster,2,critical,convenient,problematic,recommended,0
8087,great_pret,proper,complete,more,convenient,inconv,nonprob,priority,0
8088,great_pret,improper,foster,3,less_conv,inconv,nonprob,priority,0
8089,great_pret,proper,complete,1,less_conv,inconv,problematic,not_recom,0
8090,pretentious,improper,complete,2,less_conv,convenient,slightly_prob,not_recom,0
8091,usual,improper,incomplete,3,convenient,convenient,slightly_prob,not_recom,0
8092,pretentious,very_crit,foster,2,convenient,inconv,slightly_prob,recommended,0
8093,great_pret,very_crit,completed,2,critical,convenient,slightly_prob,priority,0
8094,usual,less_proper,foster,3,convenient,inconv,problematic,priority,1
8095,usual,proper,complete,2,critical,convenient,problematic,priority,1
8096,great_pret,critical,complete,2,convenient,inconv,nonprob,priority,0
8097,usual,proper,complete,3,critical,convenient,nonprob,not_recom,0
8098,great_pret,less_proper,completed,2,less_conv,inconv,slightly_prob,not_recom,0
8099,great_pret,improper,complete,1,convenient,inconv,slightly_prob,priority,0
8100,pretentious,improper,incomplete,more,critical,inconv,nonprob,priority,0
8101,pretentious,very_crit,complete,2,critical,convenient,slightly_prob,recommended,0
8102,pretentious,proper,foster,1,less_conv,convenient,slightly_prob,recommended,1
8103,usual,improper,completed,3,critical,inconv,slightly_prob,not_recom,0
8104,pretentious,very_crit,foster,more,critical,inconv,problematic,recommended,0
8105,pretentious,critical,completed,3,less_conv,inconv,slightly_prob,not_recom,0
8106,usual,improper,foster,2,critical,inconv,slightly_prob,recommended,1
8107,usual,very_crit,completed,more,less_conv,inconv,problematic,recommended,0
8108,usual,critical,foster,2,less_conv,convenient,nonprob,priority,0
8109,great_pret,proper,foster,more,critical,convenient,slightly_prob,recommended,1
8110,usual,less_proper,incomplete,1,convenient,inconv,problematic,not_recom,0
8111,usual,improper,complete,more,less_conv,convenient,nonprob,priority,1
8112,great_pret,less_proper,incomplete,3,critical,inconv,slightly_prob,priority,0
8113,great_pret,less_proper,incomplete,3,convenient,inconv,problematic,recommended,0
8114,usual,less_proper,foster,3,critical,inconv,slightly_prob,not_recom,0
8115,usual,very_crit,incomplete,more,critical,inconv,problematic,not_recom,0
8116,pretentious,proper,completed,3,convenient,inconv,problematic,not_recom,0
8117,pretentious,very_crit,complete,2,less_conv,convenient,nonprob,recommended,1
8118,usual,improper,foster,3,critical,inconv,problematic,priority,1
8119,great_pret,proper,complete,more,convenient,convenient,problematic,priority,1
8120,great_pret,proper,complete,2,critical,convenient,nonprob,recommended,1
8121,pretentious,less_proper,incomplete,1,less_conv,inconv,problematic,not_recom,0
8122,great_pret,very_crit,incomplete,2,convenient,convenient,slightly_prob,not_recom,0
8123,great_pret,critical,completed,more,less_conv,inconv,slightly_prob,priority,0
8124,great_pret,proper,foster,more,less_conv,convenient,problematic,recommended,0
8125,usual,proper,complete,3,less_conv,convenient,slightly_prob,recommended,1
8126,great_pret,proper,completed,2,less_conv,convenient,problematic,not_recom,0
8127,pretentious,very_crit,completed,more,less_conv,inconv,nonprob,not_recom,0
8128,great_pret,very_crit,complete,1,less_conv,convenient,slightly_prob,not_recom,0
8129,pretentious,critical,complete,2,less_conv,inconv,problematic,not_recom,0
8130,usual,proper,foster,2,critical,inconv,nonprob,not_recom,0
8131,pretentious,less_proper,completed,more,critical,convenient,nonprob,not_recom,0
8132,pretentious,improper,incomplete,3,less_conv,convenient,problematic,recommended,0
8133,pretentious,critical,incomplete,more,less_conv,convenient,nonprob,not_recom,0
8134,pretentious,critical,completed,1,convenient,convenient,nonprob,recommended,1
8135,great_pret,less_proper,foster,1,convenient,convenient,nonprob,priority,1
8136,pretentious,critical,completed,3,less_conv,convenient,nonprob,priority,0
8137,great_pret,improper,incomplete,2,less_conv,convenient,slightly_prob,recommended,0
8138,great_pret,critical,completed,3,convenient,convenient,problematic,not_recom,0
8139,great_pret,less_proper,foster,3,less_conv,convenient,problematic,recommended,0
8140,pretentious,improper,foster,more,convenient,inconv,slightly_prob,priority,0
8141,usual,less_proper,completed,3,critical,convenient,nonprob,priority,1
8142,usual,critical,complete,more,convenient,inconv,slightly_prob,recommended,1
8143,usual,very_crit,complete,more,critical,convenient,nonprob,priority,0
8144,pretentious,very_crit,incomplete,1,convenient,convenient,problematic,not_recom,0
8145,great_pret,very_crit,completed,2,less_conv,convenient,nonprob,priority,0
8146,pretentious,critical,completed,more,less_conv,convenient,problematic,priority,0
8147,pretentious,less_proper,incomplete,3,convenient,inconv,slightly_prob,priority,1
8148,pretentious,improper,foster,1,convenient,inconv,problematic,priority,0
8149,great_pret,critical,complete,more,convenient,inconv,slightly_prob,priority,0
8150,usual,very_crit,incomplete,3,critical,convenient,nonprob,priority,0
8151,pretentious,less_proper,foster,more,less_conv,convenient,nonprob,not_recom,0
8152,usual,less_proper,complete,2,less_conv,convenient,slightly_prob,recommended,1
8153,great_pret,less_proper,incomplete,2,critical,convenient,nonprob,priority,0
8154,usual,less_proper,complete,more,critical,inconv,nonprob,not_recom,0
8155,great_pret,critical,completed,1,less_conv,inconv,slightly_prob,recommended,1
8156,usual,less_proper,foster,1,critical,inconv,slightly_prob,not_recom,0
8157,usual,very_crit,foster,more,less_conv,inconv,problematic,priority,0
8158,usual,proper,foster,1,convenient,convenient,slightly_prob,recommended,1
8159,usual,proper,complete,2,less_conv,convenient,slightly_prob,recommended,1
8160,usual,very_crit,complete,more,less_conv,inconv,problematic,not_recom,0
8161,pretentious,very_crit,incomplete,3,critical,inconv,slightly_prob,priority,0
8162,pretentious,very_crit,complete,2,less_conv,convenient,slightly_prob,not_recom,0
8163,great_pret,critical,complete,2,convenient,convenient,slightly_prob,not_recom,0
8164,pretentious,less_proper,completed,2,convenient,convenient,nonprob,recommended,1
8165,usual,improper,complete,2,convenient,inconv,problematic,not_recom,0
8166,pretentious,less_proper,foster,2,less_conv,convenient,nonprob,priority,1
8167,great_pret,proper,foster,2,less_conv,inconv,slightly_prob,not_recom,0
8168,great_pret,less_proper,foster,2,critical,convenient,slightly_prob,priority,0
8169,usual,critical,foster,3,less_conv,convenient,nonprob,not_recom,0
8170,great_pret,improper,completed,3,convenient,convenient,nonprob,not_recom,0
8171,pretentious,critical,incomplete,3,less_conv,inconv,nonprob,recommended,0
8172,usual,very_crit,complete,2,convenient,inconv,problematic,not_recom,0
8173,pretentious,critical,incomplete,3,convenient,inconv,slightly_prob,priority,0
8174,pretentious,critical,incomplete,2,less_conv,inconv,slightly_prob,not_recom,0
8175,great_pret,less_proper,foster,1,less_conv,convenient,nonprob,recommended,1
8176,usual,very_crit,foster,3,convenient,inconv,problematic,recommended,0
8177,usual,very_crit,completed,1,convenient,inconv,problematic,recommended,0
8178,usual,proper,complete,more,critical,inconv,nonprob,priority,1
8179,great_pret,proper,foster,3,less_conv,convenient,slightly_prob,not_recom,0
